Date,DXY
,DX-Y.NYB
2023-09-05,104.80999755859375
2023-09-06,104.86000061035156
2023-09-07,105.05999755859375
2023-09-08,105.08999633789062
2023-09-11,104.56999969482422
2023-09-12,104.70999908447266
2023-09-13,104.7699966430664
2023-09-14,105.41000366210938
2023-09-15,105.31999969482422
2023-09-18,105.19999694824219
2023-09-19,105.19999694824219
2023-09-20,105.16000366210938
2023-09-21,105.36000061035156
2023-09-22,105.58000183105469
2023-09-25,106.0
2023-09-26,106.2300033569336
2023-09-27,106.66999816894531
2023-09-28,106.22000122070312
2023-09-29,106.16999816894531
2023-10-02,106.9000015258789
2023-10-03,107.0
2023-10-04,106.80000305175781
2023-10-05,106.33000183105469
2023-10-06,106.04000091552734
2023-10-09,106.08000183105469
2023-10-10,105.83000183105469
2023-10-11,105.81999969482422
2023-10-12,106.56999969482422
2023-10-13,106.6500015258789
2023-10-16,106.23999786376953
2023-10-17,106.25
2023-10-18,106.56999969482422
2023-10-19,106.25
2023-10-20,106.16000366210938
2023-10-23,105.54000091552734
2023-10-24,106.2699966430664
2023-10-25,106.52999877929688
2023-10-26,106.5999984741211
2023-10-27,106.55999755859375
2023-10-30,106.12000274658203
2023-10-31,106.66000366210938
2023-11-01,106.87999725341797
2023-11-02,106.12000274658203
2023-11-03,105.0199966430664
2023-11-06,105.22000122070312
2023-11-07,105.54000091552734
2023-11-08,105.58999633789062
2023-11-09,105.91000366210938
2023-11-10,105.86000061035156
2023-11-13,105.66000366210938
2023-11-14,104.11000061035156
2023-11-15,104.38999938964844
2023-11-16,104.37000274658203
2023-11-17,103.81999969482422
2023-11-20,103.47000122070312
2023-11-21,103.56999969482422
2023-11-22,103.91999816894531
2023-11-24,103.4000015258789
2023-11-27,103.19999694824219
2023-11-28,102.75
2023-11-29,102.7699966430664
2023-11-30,103.5
2023-12-01,103.2699966430664
2023-12-04,103.63999938964844
2023-12-05,104.05000305175781
2023-12-06,104.1500015258789
2023-12-07,103.54000091552734
2023-12-08,104.01000213623047
2023-12-11,104.0999984741211
2023-12-12,103.87000274658203
2023-12-13,102.87000274658203
2023-12-14,101.95999908447266
2023-12-15,102.55000305175781
2023-12-18,102.51000213623047
2023-12-19,102.16999816894531
2023-12-20,102.41000366210938
2023-12-21,101.83999633789062
2023-12-22,101.69999694824219
2023-12-26,101.47000122070312
2023-12-27,100.98999786376953
2023-12-28,101.2300033569336
2023-12-29,101.33000183105469
2024-01-02,102.19999694824219
2024-01-03,102.45999908447266
2024-01-04,102.41999816894531
2024-01-05,102.41000366210938
2024-01-08,102.20999908447266
2024-01-09,102.56999969482422
2024-01-10,102.36000061035156
2024-01-11,102.29000091552734
2024-01-12,102.4000015258789
2024-01-16,103.36000061035156
2024-01-17,103.44999694824219
2024-01-18,103.54000091552734
2024-01-19,103.29000091552734
2024-01-22,103.33000183105469
2024-01-23,103.62000274658203
2024-01-24,103.23999786376953
2024-01-25,103.56999969482422
2024-01-26,103.47000122070312
2024-01-29,103.61000061035156
2024-01-30,103.4000015258789
2024-01-31,103.2699966430664
2024-02-01,103.05000305175781
2024-02-02,103.91999816894531
2024-02-05,104.44999694824219
2024-02-06,104.18000030517578
2024-02-07,104.04000091552734
2024-02-08,104.1500015258789
2024-02-09,104.08000183105469
2024-02-12,104.16999816894531
2024-02-13,104.95999908447266
2024-02-14,104.72000122070312
2024-02-15,104.30000305175781
2024-02-16,104.30000305175781
2024-02-20,104.08000183105469
2024-02-21,104.01000213623047
2024-02-22,103.95999908447266
2024-02-23,103.94000244140625
2024-02-26,103.83000183105469
2024-02-27,103.83000183105469
2024-02-28,103.9800033569336
2024-02-29,104.16000366210938
2024-03-01,103.86000061035156
2024-03-04,103.83000183105469
2024-03-05,103.80000305175781
2024-03-06,103.37000274658203
2024-03-07,102.81999969482422
2024-03-08,102.73999786376953
2024-03-11,102.87000274658203
2024-03-12,102.95999908447266
2024-03-13,102.79000091552734
2024-03-14,103.36000061035156
2024-03-15,103.43000030517578
2024-03-18,103.58000183105469
2024-03-19,103.80999755859375
2024-03-20,103.41000366210938
2024-03-21,104.0
2024-03-22,104.43000030517578
2024-03-25,104.2300033569336
2024-03-26,104.29000091552734
2024-03-27,104.3499984741211
2024-03-28,104.55000305175781
2024-04-01,105.0199966430664
2024-04-02,104.81999969482422
2024-04-03,104.25
2024-04-04,104.12000274658203
2024-04-05,104.30000305175781
2024-04-08,104.13999938964844
2024-04-09,104.1500015258789
2024-04-10,105.25
2024-04-11,105.27999877929688
2024-04-12,106.04000091552734
2024-04-15,106.20999908447266
2024-04-16,106.26000213623047
2024-04-17,105.94999694824219
2024-04-18,106.1500015258789
2024-04-19,106.1500015258789
2024-04-22,106.08000183105469
2024-04-23,105.69000244140625
2024-04-24,105.86000061035156
2024-04-25,105.5999984741211
2024-04-26,105.94000244140625
2024-04-29,105.58000183105469
2024-04-30,106.22000122070312
2024-05-01,105.76000213623047
2024-05-02,105.30000305175781
2024-05-03,105.02999877929688
2024-05-06,105.05000305175781
2024-05-07,105.41000366210938
2024-05-08,105.55000305175781
2024-05-09,105.2300033569336
2024-05-10,105.30999755859375
2024-05-13,105.22000122070312
2024-05-14,105.01000213623047
2024-05-15,104.3499984741211
2024-05-16,104.45999908447266
2024-05-17,104.44999694824219
2024-05-20,104.56999969482422
2024-05-21,104.66000366210938
2024-05-22,104.94000244140625
2024-05-23,105.11000061035156
2024-05-24,104.72000122070312
2024-05-28,104.61000061035156
2024-05-29,105.0999984741211
2024-05-30,104.72000122070312
2024-05-31,104.66999816894531
2024-06-03,104.13999938964844
2024-06-04,104.11000061035156
2024-06-05,104.2699966430664
2024-06-06,104.0999984741211
2024-06-07,104.88999938964844
2024-06-10,105.1500015258789
2024-06-11,105.2300033569336
2024-06-12,104.6500015258789
2024-06-13,105.19999694824219
2024-06-14,105.55000305175781
2024-06-17,105.31999969482422
2024-06-18,105.26000213623047
2024-06-20,105.58999633789062
2024-06-21,105.80000305175781
2024-06-24,105.47000122070312
2024-06-25,105.61000061035156
2024-06-26,106.05000305175781
2024-06-27,105.91000366210938
2024-06-28,105.87000274658203
2024-07-01,105.9000015258789
2024-07-02,105.72000122070312
2024-07-03,105.4000015258789
2024-07-05,104.87999725341797
2024-07-08,105.01000213623047
2024-07-09,105.12999725341797
2024-07-10,105.05000305175781
2024-07-11,104.44000244140625
2024-07-12,104.08999633789062
2024-07-15,104.19000244140625
2024-07-16,104.2699966430664
2024-07-17,103.75
2024-07-18,104.16999816894531
2024-07-19,104.4000015258789
2024-07-22,104.30999755859375
2024-07-23,104.44999694824219
2024-07-24,104.38999938964844
2024-07-25,104.36000061035156
2024-07-26,104.31999969482422
2024-07-29,104.55999755859375
2024-07-30,104.55000305175781
2024-07-31,104.0999984741211
2024-08-01,104.41999816894531
2024-08-02,103.20999908447266
2024-08-05,102.69000244140625
2024-08-06,102.97000122070312
2024-08-07,103.19999694824219
2024-08-08,103.20999908447266
2024-08-09,103.13999938964844
2024-08-12,103.13999938964844
2024-08-13,102.55999755859375
2024-08-14,102.56999969482422
2024-08-15,102.9800033569336
2024-08-16,102.45999908447266
2024-08-19,101.88999938964844
2024-08-20,101.44000244140625
2024-08-21,101.04000091552734
2024-08-22,101.51000213623047
2024-08-23,100.72000122070312
2024-08-26,100.8499984741211
2024-08-27,100.55000305175781
2024-08-28,101.08999633789062
2024-08-29,101.33999633789062
2024-08-30,101.69999694824219
2024-09-03,101.83000183105469
2024-09-04,101.36000061035156
2024-09-05,101.11000061035156
2024-09-06,101.18000030517578
2024-09-09,101.55000305175781
2024-09-10,101.62999725341797
2024-09-11,101.68000030517578
2024-09-12,101.37000274658203
2024-09-13,101.11000061035156
2024-09-16,100.76000213623047
2024-09-17,100.88999938964844
2024-09-18,100.5999984741211
2024-09-19,100.61000061035156
2024-09-20,100.72000122070312
2024-09-23,100.91999816894531
2024-09-24,100.37000274658203
2024-09-25,100.91999816894531
2024-09-26,100.55999755859375
2024-09-27,100.41999816894531
2024-09-30,100.77999877929688
2024-10-01,101.19000244140625
2024-10-02,101.68000030517578
2024-10-03,101.98999786376953
2024-10-04,102.5199966430664
2024-10-07,102.54000091552734
2024-10-08,102.55000305175781
2024-10-09,102.93000030517578
2024-10-10,102.98999786376953
2024-10-11,102.88999938964844
2024-10-14,103.30000305175781
2024-10-15,103.26000213623047
2024-10-16,103.58999633789062
2024-10-17,103.83000183105469
2024-10-18,103.48999786376953
2024-10-21,104.01000213623047
2024-10-22,104.08000183105469
2024-10-23,104.43000030517578
2024-10-24,104.05999755859375
2024-10-25,104.26000213623047
2024-10-28,104.31999969482422
2024-10-29,104.27999877929688
2024-10-30,103.98999786376953
2024-10-31,103.9800033569336
2024-11-01,104.27999877929688
2024-11-04,103.88999938964844
2024-11-05,103.41999816894531
2024-11-06,105.08999633789062
2024-11-07,104.51000213623047
2024-11-08,105.0
2024-11-11,105.54000091552734
2024-11-12,106.0199966430664
2024-11-13,106.4800033569336
2024-11-14,106.66999816894531
2024-11-15,106.69000244140625
2024-11-18,106.27999877929688
2024-11-19,106.20999908447266
2024-11-20,106.68000030517578
2024-11-21,106.97000122070312
2024-11-22,107.48999786376953
2024-11-25,106.81999969482422
2024-11-26,107.01000213623047
2024-11-27,106.08000183105469
2024-11-29,105.73999786376953
2024-12-02,106.44999694824219
2024-12-03,106.37000274658203
2024-12-04,106.33999633789062
2024-12-05,105.70999908447266
2024-12-06,105.97000122070312
2024-12-09,106.1500015258789
2024-12-10,106.4000015258789
2024-12-11,106.70999908447266
2024-12-12,106.95999908447266
2024-12-13,107.0
2024-12-16,106.86000061035156
2024-12-17,106.95999908447266
2024-12-18,108.02999877929688
2024-12-19,108.41000366210938
2024-12-20,107.62000274658203
2024-12-23,108.04000091552734
2024-12-24,108.26000213623047
2024-12-26,108.12999725341797
2024-12-27,108.0
2024-12-30,108.12999725341797
2024-12-31,108.48999786376953
2025-01-02,109.38999938964844
2025-01-03,108.94999694824219
2025-01-06,108.26000213623047
2025-01-07,108.54000091552734
2025-01-08,109.08999633789062
2025-01-09,109.18000030517578
2025-01-10,109.6500015258789
2025-01-13,109.95999908447266
2025-01-14,109.2699966430664
2025-01-15,109.08999633789062
2025-01-16,108.95999908447266
2025-01-17,109.3499984741211
2025-01-21,108.05999755859375
2025-01-22,108.16999816894531
2025-01-23,108.05000305175781
2025-01-24,107.44000244140625
2025-01-27,107.33999633789062
2025-01-28,107.87000274658203
2025-01-29,108.0
2025-01-30,107.80000305175781
2025-01-31,108.37000274658203
2025-02-03,108.98999786376953
2025-02-04,107.95999908447266
2025-02-05,107.58000183105469
2025-02-06,107.69000244140625
2025-02-07,108.04000091552734
2025-02-10,108.31999969482422
2025-02-11,107.95999908447266
2025-02-12,107.94000244140625
2025-02-13,107.30999755859375
2025-02-14,106.56999969482422
2025-02-18,107.05000305175781
2025-02-19,107.16999816894531
2025-02-20,106.33999633789062
2025-02-21,106.61000061035156
2025-02-24,106.5999984741211
2025-02-25,106.30999755859375
2025-02-26,106.41999816894531
2025-02-27,107.23999786376953
2025-02-28,107.61000061035156
2025-03-03,106.75
2025-03-04,105.73999786376953
2025-03-05,105.73999786376953
2025-03-06,104.05999755859375
2025-03-07,103.83999633789062
2025-03-10,103.91000366210938
2025-03-11,103.44000244140625
2025-03-12,103.61000061035156
2025-03-13,103.83000183105469
2025-03-14,103.72000122070312
2025-03-17,103.37000274658203
2025-03-18,103.23999786376953
2025-03-19,103.43000030517578
2025-03-20,103.8499984741211
2025-03-21,104.08999633789062
2025-03-24,104.26000213623047
2025-03-25,104.18000030517578
2025-03-26,104.55000305175781
2025-03-27,104.06999969482422
2025-03-28,104.04000091552734
2025-03-31,104.20999908447266
2025-04-01,104.26000213623047
2025-04-02,103.80999755859375
2025-04-03,102.06999969482422
2025-04-04,103.0199966430664
2025-04-07,103.26000213623047
2025-04-08,102.95999908447266
2025-04-09,102.9000015258789
2025-04-10,100.87000274658203
2025-04-11,99.77999877929688
2025-04-14,99.63999938964844
